Date,State,Positive,Negative,Pending,Hospitalized – Currently,Hospitalized – Cumulative,In ICU – Currently,In ICU – Cumulative,On Ventilator – Currently,On Ventilator – Cumulative,Recovered,Deaths
20200413,AK,277,"7,553",,,32,,,,,85,8
20200413,AL,"3,734","25,448",,,457,,189,,119,,99
20200413,AR,"1,410","19,394",,74,130,,43,28,39,391,30
20200413,AS,0,3,,,,,,,,,
20200413,AZ,"3,702","39,645",,525,,286,,195,,,122
20200413,CA,"22,348","168,534","13,200","3,015",,"1,178",,,,,687
20200413,CO,"7,684","29,850",,,"1,472",,,,,,304
20200413,CT,"13,381","30,928",,"1,760",,,,,,,602
20200413,DC,"1,955","8,979",,295,,95,,31,,507,53
20200413,DE,"1,625","10,195",,201,,,,,,213,35
20200413,FL,"20,601","175,606","1,789",,"2,833",,,,,,483
20200413,GA,"13,315","43,706",,,"2,589",,,,,,464
20200413,GU,135,770,,12,,2,,2,,58,5
20200413,HI,499,"18,345",,,44,,6,,2,310,9
20200413,IA,"1,710","16,986",,142,,70,,41,,741,43
20200413,ID,"1,426","13,455",,,132,,38,,,,27
20200413,IL,"22,025","83,743",,"3,680",,"1,166",,821,,,794
20200413,IN,"8,236","36,303",,,,740,,459,,,350
20200413,KS,"1,376","12,488",,,309,,,,,,62
20200413,KY,"1,963","23,903",,289,667,136,256,,,607,97
20200413,LA,"21,016","87,075",,"2,134",,,,461,,,884
20200413,MA,"26,867","95,182",,,"2,340",,,,,,844
20200413,MD,"8,936","42,815",,,"1,975",,,,,603,262
20200413,ME,698,"11,608",,22,124,,,,,273,19
20200413,MI,"25,635","57,009",,"3,986",,"1,570",,1365,,447,1602
20200413,MN,"1,650","36,777",,157,361,74,146,,,842,70
20200413,MO,"4,388","41,040",,988,,,,,,,114
20200413,MP,11,27,9,,,,,,,,2
20200413,MS,"2,942","28,042",,,549,124,,84,,,98
20200413,MT,394,"8,704",,21,47,,,,,171,7
20200413,NC,"4,816","58,572",,313,,,,,,,86
20200413,ND,331,"10,450",,13,40,,,,,127,8
20200413,NE,814,"10,158",,,,,,,,,17
20200413,NH,985,"10,222",125,,152,,,,,239,23
20200413,NJ,"64,584","64,885",,"7,781",,"1,886",,1611,,,2443
20200413,NM,"1,245","29,270",,80,,,,,,295,26
20200413,NV,"2,971","22,493",,,,,,,,,114
20200413,NY,"195,031","283,326",,"18,825","42,712","5,156",,,,23887,10056
20200413,OH,"6,975","58,137",,,"2,033",,613,,,,274
20200413,OK,"2,069","20,790",,383,457,191,,,,865,99
20200413,OR,"1,584","29,537",,321,369,96,,50,,,53
20200413,PA,"24,199","105,593",,"2,243",,,,669,,,524
20200413,PR,903,"5,960","1,288",,,,,,,,45
20200413,RI,"2,976","17,685",,197,331,50,,26,,135,73
20200413,SC,"3,319","28,106",,,496,,,,,,82
20200413,SD,868,"8,134",0,,44,,,,,207,6
20200413,TN,"5,610","70,585",,,579,,,,,1671,109
20200413,TX,"13,906","119,320",,"1,176",,,,,,2269,287
20200413,UT,"2,363","43,424",,,201,,,,,218,18
20200413,VA,"5,747","35,654",473,"1,238",,428,,302,,,149
20200413,VI,51,322,2,,,,,,,43,1
20200413,VT,748,"9,618",,33,,,,,,15,28
20200413,WA,"10,411","83,391",,527,,166,,,,,508
20200413,WI,"3,428","36,769",273,442,993,175,264,,,,154
20200413,WV,626,"16,029",,95,164,43,73,23,50,85,9
20200413,WY,275,"5,689",,,41,,,,,138,1
20200412,AK,272,"7,766",,,31,,,,,66,8
20200412,AL,"3,525","18,058",,,437,,189,,119,,93
20200412,AR,"1,280","18,442",,74,130,,43,30,39,367,27
20200412,AS,0,3,2,,,,,,,,
20200412,AZ,"3,539","38,570",,,,,,,,,115
20200412,CA,"21,794","168,534","13,200","5,234",,"1,539",,,,,651
20200412,CO,"6,893","27,980",,,"1,376",,,,,,274
20200412,CT,"12,035","29,185",,"1,654",,,,,,,554
20200412,DC,"1,875","8,765",,,,,,,,493,50
20200412,DE,"1,479","9,624",,190,,,,,,191,33
20200412,FL,"19,355","163,398","1,297",,"2,772",,,,,,465
20200412,GA,"12,452","42,001",,,"2,505",,,,,,433
20200412,GU,133,693,,13,,2,,2,,58,5
20200412,HI,486,"17,482",,,44,,6,,2,300,8
20200412,IA,"1,587","16,005",,129,,55,,30,,674,41
20200412,ID,"1,407","12,901",,,131,,38,,,,27
20200412,IL,"20,852","79,883",,"3,680",,"1,166",,821,,,720
20200412,IN,"7,928","34,561",,,,820,,497,,,343
20200412,KS,"1,337","11,916",,,298,,,,,,56
20200412,KY,"1,840","22,727",,271,459,105,177,,,464,94
20200412,LA,"20,595","83,450",,"2,084",,,,458,,,840
20200412,MA,"25,475","91,255",,,"2,235",,,,,,756
20200412,MD,"8,225","41,539",,,"1,860",,,,,456,235
20200412,ME,633,"6,088",,,120,,,,,266,19
20200412,MI,"24,638","54,799",,"3,636",,"1,582",,1441,,433,1487
20200412,MN,"1,621","35,800",,157,361,74,146,,,842,70
20200412,MO,"4,160","41,040",,988,,,,,,,110
20200412,MP,11,27,9,,,,,,,,2
20200412,MS,"2,781","18,632",,,548,,,,,,96
20200412,MT,387,"8,526",,22,47,,,,,169,6
20200412,NC,"4,520","57,619",,331,,,,,,,81
20200412,ND,308,"10,042",,12,39,,,,,121,8
20200412,NE,791,"9,900",,,,,,,,,17
20200412,NH,929,"9,996",119,,146,,,,,236,23
20200412,NJ,"61,850","64,885",,"7,604",,"1,914",,1644,,,2350
20200412,NM,"1,174","27,518",,78,,,,18,,235,20
20200412,NV,"2,836","21,775",,282,,,,,,,112
20200412,NY,"188,694","272,907",,"18,707","42,594","5,198",,,,23887,9385
20200412,OH,"6,604","56,639",,,"1,948",,595,,,,253
20200412,OK,"1,970","20,790",,383,446,191,,,,865,96
20200412,OR,"1,527","28,231",,295,359,81,,52,,,52
20200412,PA,"22,833","102,057",,"2,097",,,,649,,,507
20200412,PR,897,"5,819","1,251",,,,,,,,44
20200412,RI,"2,665","17,685",,201,,50,,26,,35,63
20200412,SC,"3,319","28,106",,,496,,,,,,82
20200412,SD,730,"7,823",0,,43,,,,,197,6
20200412,TN,"5,308","65,369",,,567,,,,,1504,101
20200412,TX,"13,484","111,049",,"1,338",,,,,,2014,271
20200412,UT,"2,303","41,931",,,195,,,,,,18
20200412,VA,"5,274","34,711",521,751,,734,,294,,,141
20200412,VI,51,299,20,3,,,,,,43,1
20200412,VT,727,"9,114",,34,,,,,,15,27
20200412,WA,"10,224","83,391",,642,,191,,,,,491
20200412,WI,"3,341","35,916",,442,974,179,261,,,,144
20200412,WV,611,"15,646",,81,,36,,24,,83,8
20200412,WY,261,"5,198",,,40,,,,,137,0
20200411,AK,257,"7,475",,,31,,,,,63,8
20200411,AL,"3,191","18,058",,,402,,,,,,91
20200411,AR,"1,226","17,352",,86,130,,43,33,39,340,24
20200411,AS,0,3,2,,,,,,,,
20200411,AZ,"3,393","37,137",,,,,,,,,108
20200411,CA,"19,472","152,604","13,200","5,236",,"1,591",,,,,541
20200411,CO,"6,510","26,143",,,"1,312",,,,,,250
20200411,CT,"11,510","28,321",,"1,593",,,,,,,494
20200411,DC,"1,778","8,261",,,,,,,,447,47
20200411,DE,"1,479","9,624",,190,,,,,,191,33
20200411,FL,"18,494","154,439","1,418",,"2,661",,,,,,438
20200411,GA,"12,159","39,556",,,"2,479",,,,,,428
20200411,GU,133,693,,14,,2,,2,,58,5
20200411,HI,465,"17,066",,,43,,6,,2,284,8
20200411,IA,"1,510","15,622",,118,,55,,30,,585,34
20200411,ID,"1,396","12,368",,,128,,35,,,,25
20200411,IL,"19,180","72,969",,"3,680",,"1,166",,821,,,677
20200411,IN,"7,435","31,780",,,,820,,497,,,330
20200411,KS,"1,268","11,075",,,293,,,,,,55
20200411,KY,"1,693","22,595",,271,459,105,177,,,464,90
20200411,LA,"20,014","76,901",,"2,067",,,,470,,,806
20200411,MA,"22,860","85,916",,,"2,120",,,,,,686
20200411,MD,"7,694","39,544",,,"1,709",,,,,431,206
20200411,ME,616,"6,088",,,114,,,,,256,19
20200411,MI,"23,993","52,021",,"3,636",,"1,582",,1441,,595,1392
20200411,MN,"1,427","33,977",,145,340,69,138,,,793,64
20200411,MO,"4,024","39,148",,506,,,,,,,109
20200411,MP,11,27,9,,,,,,,,2
20200411,MS,"2,642","18,632",,,528,,,,,,93
20200411,MT,377,"8,204",,21,46,,,,,169,6
20200411,NC,"4,312","56,081",,362,,,,,,,80
20200411,ND,293,"9,787",,10,36,,,,,119,7
20200411,NE,700,"9,285",,,,,,,,,17
20200411,NH,885,"9,608",93,,134,,,,,234,22
20200411,NJ,"58,151","62,042",,"7,618",,"1,746",,1650,,,2183
20200411,NM,"1,091","26,007",,75,,,,18,,235,19
20200411,NV,"2,700","20,887",,282,,,,,,,102
20200411,NY,"180,458","260,522",,"18,654","40,679","5,009",,,,22025,8627
20200411,OH,"6,187","54,221",,,"1,859",,572,,,,247
20200411,OK,"1,868","20,790",,383,446,191,,,,865,94
20200411,OR,"1,371","25,853",,140,338,58,,46,,,48
20200411,PA,"21,655","98,498",,"2,115",,,,639,,,494
20200411,PR,788,"5,583","1,332",,,,,,,,42
20200411,RI,"2,349","15,858",,183,,50,,26,,35,56
20200411,SC,"3,207","26,886",,,496,,,,,,80
20200411,SD,626,"7,378",2,,33,,,,,189,6
20200411,TN,"5,114","61,714",,,556,,,,,1386,101
20200411,TX,"12,561","107,972",,"1,514",,,,,,1617,254
20200411,UT,"2,206","40,340",,,190,,,,,,18
20200411,VA,"5,077","32,922",517,"1,252",,709,,283,,,130
20200411,VI,51,299,20,3,,,,,,43,1
20200411,VT,711,"8,547",,77,,,,,,15,25
20200411,WA,"10,224","83,391",,649,,191,,,,,491
20200411,WI,"3,213","34,680",,444,950,179,257,,,,137
20200411,WV,577,"14,875",,85,,40,,22,,63,5
20200411,WY,261,"5,198",,,37,,,,,129,0
20200410,AK,246,"7,186",,,28,,,,,55,7
20200410,AL,"2,968","18,058",,,368,,,,,,80
20200410,AR,"1,171","15,949",,86,130,,43,33,39,312,23
20200410,AS,0,3,2,,,,,,,,0
20200410,AZ,"3,112","34,622",,,,,,,,,97
20200410,CA,"19,472","145,391","13,900","2,897",,"1,145",,,,,541
20200410,CO,"6,510","26,143",,,"1,312",,,,,,250
20200410,CT,"10,538","25,750",,"1,562",,,,,,,448
20200410,DC,"1,660","7,695",,,,,,,,426,38
20200410,DE,"1,326","10,415",,181,,,,,,177,23
20200410,FL,"17,531","145,299","1,411",,"2,487",,,,,,390
20200410,GA,"11,483","34,664",,,"2,351",,,,,,416
20200410,GU,130,662,,14,,2,,2,,41,4
20200410,HI,442,"15,707",,,42,,6,,2,251,6
20200410,IA,"1,388","14,565",,125,,55,,30,,506,31
20200410,ID,"1,353","11,741",,,127,,33,,,,24
20200410,IL,"17,887","69,640",,"3,680",,"1,166",,821,,,596
20200410,IN,"6,907","28,133",,,,820,,497,,,300
20200410,KS,"1,166","10,248",,,274,,,,,,50
20200410,KY,"1,693","22,595",,271,459,105,177,,,464,90
20200410,LA,"19,253","73,027",,"2,054",,,,479,,,755
20200410,MA,"20,974","81,398",,,"1,956",,,,,,599
20200410,MD,"6,968","37,480",,,"1,413",,,,,397,171
20200410,ME,586,"6,088",,,111,,,,,246,17
20200410,MI,"22,783","49,261",,"3,823",,"1,663",,1394,,56,1281
20200410,MN,"1,336","32,558",,143,317,64,131,,,732,57
20200410,MO,"3,799","36,941",,568,,,,,,,96
20200410,MP,11,27,9,,,,,,,,2
20200410,MS,"2,469","18,632",,,482,,,,,,82
20200410,MT,365,"7,932",,29,41,,,,,165,6
20200410,NC,"3,908","53,737",,423,,,,,,,74
20200410,ND,278,"9,330",,13,36,,,,,105,6
20200410,NE,635,"8,719",,,,,,,,,15
20200410,NH,819,"9,139",155,,124,,,,,234,21
20200410,NJ,"54,588","58,935",,"7,570",,"1,679",,1663,,682,1932
20200410,NM,"1,091","26,007",,73,,,,18,,217,19
20200410,NV,"2,584","20,165",,282,,,,,,,86
20200410,NY,"170,512","247,373",,"18,569","38,818","4,908",,,,20249,7844
20200410,OH,"5,836","52,695",,,"1,755",,548,,,,231
20200410,OK,"1,794","20,370",,186,428,122,,,,790,88
20200410,OR,"1,321","24,306",,146,326,66,,54,,,44
20200410,PA,"19,979","93,040",,"2,072",,,,611,,,416
20200410,PR,725,"5,121","1,392",,,,,,,,39
20200410,RI,"2,015","12,281",,169,,45,,26,,35,49
20200410,SC,"3,065","25,118",,,496,,,,,,72
20200410,SD,536,"7,111",,,29,,,,,177,6
20200410,TN,"4,862","57,937",,,536,,,,,1145,98
20200410,TX,"11,671","104,047",,"1,532",,,,,,1366,226
20200410,UT,"2,102","38,660",,,183,,,,,,17
20200410,VA,"4,509","30,950",521,"1,238",772,457,,287,,,121
20200410,VI,50,273,45,3,,,,,,43,1
20200410,VT,679,"7,553",,32,,,,,,15,24
20200410,WA,"10,224","83,391",,642,,191,,,,,446
20200410,WI,"3,068","33,225",,,904,190,247,,,,128
20200410,WV,554,"14,001",,85,,20,,22,,63,5
20200410,WY,320,"4,736",,,37,,,,,105,0
20200409,AK,235,"6,988",,,27,,,,,49,7
20200409,AL,"2,769","18,058",,,333,,,,,,74
20200409,AR,"1,119","13,832",,73,130,,43,31,39,288,21
20200409,AS,0,3,2,,,,,,,,0
20200409,AZ,"3,018","34,160",,,,,,,,,89
20200409,CA,"18,309","145,191","14,100","2,825",,"1,132",,,,,492
20200409,CO,"5,655","23,544",,,"1,162",,,,,,193
20200409,CT,"9,784","23,718",,"1,464",,,,,,,380
20200409,DC,"1,523","7,201",,,,,,,,393,32
20200409,DE,"1,207","8,683",,201,,,,,,173,23
20200409,FL,"16,364","136,185","1,395",,"2,268",,,,,,354
20200409,GA,"10,566","30,519",,,"2,159",,,,,,379
20200409,GU,128,593,,14,,2,,2,,33,4
20200409,HI,435,"15,316",,,42,,6,,,113,5
20200409,IA,"1,270","13,703",,122,,,,,,476,29
20200409,ID,"1,232","11,299",,,113,,29,,,,18
20200409,IL,"16,422","64,435",,"3,680",,"1,166",,821,,,528
20200409,IN,"6,351","25,782",,,,924,,507,,,245
20200409,KS,"1,106","9,669",,,263,,,,,,42
20200409,KY,"1,346","20,455",,,,,,,,,73
20200409,LA,"18,283","68,636",,"2,014",,,,473,,,702
20200409,MA,"18,941","76,017",,,"1,747",,,,,,503
20200409,MD,"6,185","35,344",,,"1,348",,,,,376,138
20200409,ME,560,"6,088",,,105,,,,,202,16
20200409,MI,"21,504","45,550",,"3,826",,"1,628",,1434,,56,1076
20200409,MN,"1,242","31,052",,145,293,63,119,,,675,50
20200409,MO,"3,539","34,955",,568,,,,,,,77
20200409,MP,11,27,9,,,,,,,,2
20200409,MS,"2,260","18,632",,,441,,,,,,76
20200409,MT,354,"7,506",,13,36,,,,,157,6
20200409,NC,"3,651","44,158",,398,,,,,,,65
20200409,ND,269,"8,721",,14,34,,,,,101,5
20200409,NE,567,"8,116",,,,,,,,,14
20200409,NH,788,"8,763",143,,118,,,,,227,18
20200409,NJ,"51,027","56,165",,"7,363",,"1,523",,1551,,,1700
20200409,NM,865,"22,942",,59,,,,18,,201,16
20200409,NV,"2,456","19,315",,282,,,,,,,80
20200409,NY,"159,937","231,612",,"18,279","36,576","4,925",,,,18297,7067
20200409,OH,"5,512","50,473",,,"1,612",,497,,,,213
20200409,OK,"1,684","18,595",,188,415,120,,,,686,80
20200409,OR,"1,321","24,306",,146,326,66,,54,,,44
20200409,PA,"18,228","87,374",,"2,051",,,,592,,,338
20200409,PR,683,"4,703","1,304",,,,,,,,33
20200409,RI,"1,727","10,682",,160,,45,,26,,35,43
20200409,SC,"2,792","24,575",,,241,,,,,,67
20200409,SD,447,"6,700",,,27,,,,,161,6
20200409,TN,"4,634","55,215",,,505,,,,,921,94
20200409,TX,"10,230","95,904",,"1,439",,,,,,1101,199
20200409,UT,"1,976","36,397",,,168,,,,,,13
20200409,VA,"4,042","28,984",627,669,685,469,,285,,,109
20200409,VI,46,251,42,,,,,,,39,1
20200409,VT,628,"7,553",,33,,,,,,15,23
20200409,WA,"9,769","83,391",,650,,191,,,,,446
20200409,WI,"2,885","31,424",,,843,,230,,,,111
20200409,WV,523,"13,340",,,,,,,,,5
20200409,WY,230,"3,920",,,34,,,,,94,0
20200408,AK,226,"6,842",,,27,,,,,32,7
20200408,AL,"2,369","16,753",,,314,,,,,,66
20200408,AR,"1,000","13,530",,76,130,,43,30,39,208,18
20200408,AS,0,3,2,,,,,,,,0
20200408,AZ,"2,726","31,838",,,,,,,,,80
20200408,CA,"16,957","127,307","14,600","2,714",,"1,154",,,,,442
20200408,CO,"5,429","22,665",,,"1,079",,,,,,179
20200408,CT,"7,781","21,255",,"1,308",,,,,,,277
20200408,DC,"1,440","6,843",,,,,,,,361,27
20200408,DE,928,"7,628",,147,,,,,,144,16
20200408,FL,"15,455","127,679","1,324",,"2,062",,,,,,309
20200408,GA,"9,901","28,886",,,"1,993",,,,,,362
20200408,GU,125,562,,21,,2,,2,,31,4
20200408,HI,410,"14,739",,,42,,6,,,113,5
20200408,IA,"1,145","12,821",,122,193,,,,,431,27
20200408,ID,"1,210","10,688",,,93,,24,,,,15
20200408,IL,"15,078","59,988",,"3,680",,"1,166",,821,,,462
20200408,IN,"5,943","24,926",,,,924,,507,,,203
20200408,KS,900,"8,614",,,223,,,,,,27
20200408,KY,"1,149","20,455",,,,,,,,,65
20200408,LA,"17,030","64,376",,"1,983",,,,490,,,652
20200408,MA,"16,790","70,721",,,"1,583",,,,,,433
20200408,MD,"5,529","32,933",,,"1,210",,,,,365,124
20200408,ME,537,"6,088",,,101,,,,,187,14
20200408,MI,"20,589","45,550",,,,,,,,56,959
20200408,MN,"1,154","29,599",,135,271,64,105,,,632,39
20200408,MO,"3,327","30,783",,519,,,,,,,58
20200408,MP,11,27,9,,,,,,,,2
20200408,MS,"2,003","18,632",,,410,,,,,,67
20200408,MT,332,"7,066",,,31,,,,,135,6
20200408,NC,"3,426","39,561",,386,,,,,,,53
20200408,ND,251,"8,301",,16,34,,,,,98,4
20200408,NE,519,"7,442",,,,,,,,,12
20200408,NH,788,"8,389",89,,118,,,,,211,18
20200408,NJ,"47,437","52,979",,"7,026",,"1,617",,1576,,,1504
20200408,NM,794,"21,451",,51,,,,18,,171,13
20200408,NV,"2,318","18,248",,282,,,,,,,71
20200408,NY,"149,316","215,837",,"18,079","34,432","4,593",,,,16353,6268
20200408,OH,"5,148","48,193",,,"1,495",,472,,,,193
20200408,OK,"1,524","11,821",,188,390,120,,,,686,79
20200408,OR,"1,239","23,325",,156,324,61,,58,69,,33
20200408,PA,"16,239","82,299",,"1,898",,,,603,,,309
20200408,PR,620,"4,266","1,160",,,,,,,,24
20200408,RI,"1,450","10,682",,143,,45,,26,,35,35
20200408,SC,"2,552","22,082",,,241,,,,,,63
20200408,SD,393,"6,355",0,,26,,,,,146,6
20200408,TN,"4,362","52,256",,,449,,,,,592,79
20200408,TX,"9,353","86,905",,"1,491",,,,,,38,177
20200408,UT,"1,846","34,270",,,158,,,,,,13
20200408,VA,"3,645","27,000",,,615,,145,,108,,75
20200408,VI,45,242,35,,,,,,,39,1
20200408,VT,605,"7,144",,35,50,,,,,15,23
20200408,WA,"9,506","83,391",,655,,186,,,,,446
20200408,WI,"2,756","30,115",,,790,,218,,,,99
20200408,WV,462,"12,083",,,,,,,,,4
20200408,WY,221,"3,843",,,33,,,,,62,0
20200407,AK,213,"6,700",,,23,,,,,29,6
20200407,AL,"2,119","12,797",,,271,,,,,,56
20200407,AR,946,"12,692",,74,148,,,26,43,142,16
20200407,AS,0,3,2,,,,,,,,0
20200407,AZ,"2,575","30,800",,,,,,,,,73
20200407,CA,"15,865","115,364","14,100","2,611",,"1,108",,,,,374
20200407,CO,"5,172","21,703",,,994,,,,,,150
20200407,CT,"7,781","21,255",,"1,308",,,,,,,277
20200407,DC,"1,211","6,612",,,,,,,,318,22
20200407,DE,928,"7,628",,147,,,,,,144,16
20200407,FL,"14,747","123,415","1,407",,"1,999",,,,,,296
20200407,GA,"8,818","24,895",,,"1,774",,,,,,329
20200407,GU,121,529,,21,,2,,2,,27,4
20200407,HI,387,"13,155",,,26,,6,,,89,5
20200407,IA,"1,048","11,670",,104,193,,,,,341,26
20200407,ID,"1,170","10,076",,,83,,21,,,,13
20200407,IL,"13,549","55,183",,"3,680",,"1,166",,821,,,380
20200407,IN,"5,507","23,257",,,,924,,507,,,173
20200407,KS,900,"8,614",,,223,,,,,,27
20200407,KY,"1,008","18,947",,,,,,,,,59
20200407,LA,"16,284","58,371",,"1,996",,,,519,,,582
20200407,MA,"15,202","66,142",,,"1,435",,,,,,356
20200407,MD,"4,371","27,256",,,"1,106",,,,,288,103
20200407,ME,519,"6,088",,,99,,,,,176,12
20200407,MI,"19,823","45,550",,,,,,,,56,845
20200407,MN,"1,069","28,191",,120,242,64,100,,,549,34
20200407,MO,"3,037","28,932",,508,,,,,,,53
20200407,MP,8,15,,,,,,,,,2
20200407,MS,"1,915","18,632",,,377,,,,,,59
20200407,MT,319,"6,666",,,28,,,,,,6
20200407,NC,"3,221","37,861",,354,,,,,,,46
20200407,ND,237,"7,466",,18,33,,,,,82,4
20200407,NE,447,"6,811",,,,,,,,,10
20200407,NH,715,"8,019",49,,103,,,,,151,9
20200407,NJ,"44,416","50,558",,"7,017",,"1,651",,1540,,,1232
20200407,NM,686,"21,139",,48,,,,18,,133,12
20200407,NV,"2,087","16,552",,282,,,,,,,58
20200407,NY,"138,863","201,195",,"17,493","32,083","4,593",,,,14590,5489
20200407,OH,"4,782","46,056",,,"1,354",,417,,,,167
20200407,OK,"1,472","11,821",,186,376,137,,,,612,67
20200407,OR,"1,181","21,826",,,324,,,69,,,33
20200407,PA,"14,559","76,719",,"1,665",,,,548,,,240
20200407,PR,573,"3,966",968,,,,,,,,23
20200407,RI,"1,230","9,077",,123,,40,,26,,35,30
20200407,SC,"2,417","21,263",,,241,,,,,,51
20200407,SD,320,"5,948",2,,23,,,,,98,6
20200407,TN,"4,138","48,736",,,408,,,,,466,72
20200407,TX,"8,262","80,387",,"1,252",,,,,,38,154
20200407,UT,"1,738","32,909",,,148,,,,,,13
20200407,VA,"3,333","25,312",,,563,,145,,108,,63
20200407,VI,43,222,20,,,,,,,36,1
20200407,VT,575,"6,554",,29,45,,,,,15,23
20200407,WA,"9,043","83,391",,641,,190,,,,,393
20200407,WI,"2,578","28,512",,,745,,200,,,,92
20200407,WV,412,"11,647",,,,,,,,,4
20200407,WY,216,"3,789",,,33,,,,,62,0
20200406,AK,191,"6,692",,,23,,,,,,6
20200406,AL,"1,968","12,797",,,240,,,,,,50
20200406,AR,875,"11,970",,74,137,,,22,39,102,16
20200406,AS,0,3,2,,,,,,,,0
20200406,AZ,"2,456","30,078",,,,,,,,,65
20200406,CA,"14,336","103,095","15,000","2,509",,"1,085",,,,,343
20200406,CO,"4,950","20,823",,,924,,,,,,140
20200406,CT,"6,906","19,780",,"1,221",,,,,,,206
20200406,DC,"1,097","6,356",,,,,,,,287,24
20200406,DE,673,"6,321",,101,,,,,,71,14
20200406,FL,"13,324","109,950","1,142",,"1,682",,,,,,236
20200406,GA,"7,314","23,960",,,"1,332",,,,,,229
20200406,GU,113,505,,21,,2,,,,25,4
20200406,HI,371,"13,155",,,21,,6,,,85,4
20200406,IA,946,"10,653",,99,179,,,,,284,25
20200406,ID,"1,101","9,894",,,77,,16,,,,10
20200406,IL,"12,262","50,680",,,,,,,,,307
20200406,IN,"4,944","21,247",,,,924,,507,,,139
20200406,KS,845,"8,239",,,198,,,,,,25
20200406,KY,955,"17,812",,,,,,,,,45
20200406,LA,"14,867","54,299",,"1,981",,,,552,,,512
20200406,MA,"13,837","62,592",,,"1,241",,,,,,260
20200406,MD,"4,045","25,572",,,"1,059",,,,,184,91
20200406,ME,499,"6,088",,,92,,,,,158,10
20200406,MI,"18,850","43,120",,,,,,,,56,727
20200406,MN,986,"27,142",,115,223,57,90,,,470,30
20200406,MO,"2,722","27,113",,439,,,,,,,39
20200406,MP,8,13,10,,,,,,,,1
20200406,MS,"1,738","18,632",,,475,,,,,,51
20200406,MT,299,"6,491",,,24,,,,,,6
20200406,NC,"2,870","37,856",,270,,,,,,,33
20200406,ND,225,"6,988",,19,32,,,,,74,3
20200406,NE,409,"6,378",8,,,,,,,,8
20200406,NH,669,"7,701",101,,92,,,,,147,9
20200406,NJ,"41,090","47,942",,"6,390",,,,1263,,,1003
20200406,NM,624,"18,512",,45,,,,18,,130,12
20200406,NV,"1,953","15,676",,,,,,,,,46
20200406,NY,"130,689","190,122",,"16,837","30,203","4,504",,,,13366,4758
20200406,OH,"4,450","43,928",,,"1,214",,371,,,,142
20200406,OK,"1,327","1,422",,161,340,143,,,,522,51
20200406,OR,"1,132","20,669",,,258,,,40,,,27
20200406,PA,"12,980","70,874",,,"1,145",,,533,,,162
20200406,PR,513,"3,432","1,000",,,,,,,,21
20200406,RI,"1,082","7,399",,109,,37,,26,,35,27
20200406,SC,"2,049","16,927",,,241,,,,,,44
20200406,SD,288,"5,732",0,,23,,,,,91,4
20200406,TN,"3,802","43,548",,,352,,,,,356,65
20200406,TX,"7,276","78,081",,"1,153",,,,,,38,140
20200406,UT,"1,675","31,719",,,138,,,,,,13
20200406,VA,"2,878","21,643",,,497,,145,,108,,54
20200406,VI,43,222,20,,,,,,,36,1
20200406,VT,543,"6,090",,28,45,,,,,15,23
20200406,WA,"8,679","83,391",,638,,191,,,,,378
20200406,WI,"2,440","26,574",,,668,,186,,,,77
20200406,WV,345,"9,595",,,,,,,,,4
20200406,WY,210,"3,719",,,23,,,,,52,0
20200405,AK,185,"6,099",,,20,,,,,,6
20200405,AL,"1,796","11,282",,,231,,,,,,45
20200405,AR,830,"10,412",,67,130,,,27,39,97,16
20200405,AS,0,3,2,,,,,,,,0
20200405,AZ,"2,269","25,141",,,,,,,,,64
20200405,CA,"13,438","103,095","15,000","2,398",,"1,040",,,,,319
20200405,CO,"4,565","19,335",,,875,,,,,,126
20200405,CT,"5,675","17,595",,"1,142",,,,,,,189
20200405,DC,998,"5,836",,,,,,,,258,22
20200405,DE,673,"6,321",,101,,,,,,71,14
20200405,FL,"12,151","101,253","1,129",,"1,572",,,,,,218
20200405,GA,"6,647","21,185",,,"1,283",,,,,,211
20200405,GU,112,493,,21,,2,,,,23,4
20200405,HI,351,"12,604",,,19,,6,,,82,4
20200405,IA,868,"9,973",,91,165,,,,,188,22
20200405,ID,"1,077","9,184",,,66,,11,,,,10
20200405,IL,"11,256","47,727",,,,,,,,,274
20200405,IN,"4,411","18,241",,,,,,,,,127
20200405,KS,747,"7,476",,,183,,,,,,22
20200405,KY,917,"15,746",,,,,,,,,40
20200405,LA,"13,010","47,315",,"1,803",,,,561,,,477
20200405,MA,"12,500","59,437",,,"1,145",,,,,,231
20200405,MD,"3,609","24,728",,,936,,,,,159,67
20200405,ME,470,"6,088",,,86,,,,,156,10
20200405,MI,"17,567","40,331",,,,,,,,56,617
20200405,MN,935,"25,842",,106,202,48,77,,,451,29
20200405,MO,"2,367","24,882",,424,,,,,,,34
20200405,MP,8,13,10,,,,,,,,1
20200405,MS,"1,638","5,580",,,475,,,,,,43
20200405,MT,286,"6,317",,,24,,,,,,6
20200405,NC,"2,585","37,460",,261,,,,,,,31
20200405,ND,207,"6,580",,20,31,,,,,63,3
20200405,NE,363,"5,558",12,,,,,,,,8
20200405,NH,621,"7,411",93,,86,,,,,146,9
20200405,NJ,"37,505","44,661",,"4,000",,,,,,,917
20200405,NM,543,"16,285",,37,,,,18,,54,11
20200405,NV,"1,836","14,995",,,,,,,,,46
20200405,NY,"122,031","180,249",,"16,479","28,092","4,376",,,,12187,4159
20200405,OH,"4,043","39,713",,,"1,104",,346,,,,119
